"NODE1","COUNTRY1","NODE2","COUNTRY2","DETAIL","USES","TYPE","ROLE","GOODS1","GOODS2","GOODS3","DIR","DIST","TRAVMODE","TRAVTIME","EARLYDATE","LATEDATE","DATAQLTY","SRC","LONG1","LAT1","COORDSRC1","LONG2","LAT2","COORDSRC2","NODEID1","NODEID2","PROBL","DATAID"
"Vienna","AT","loc07-tmc051107","SK","?Bratislava","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","16.366667","48.200001","ADL1234868","17.116667","48.150002","ADL2729711","1476","322","P000","tmcDEm1500a_034a"
"loc07-tmc051107","SK","loc08-tmc051107","HU","?Bratislava;?Gyor","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","17.116667","48.150002","ADL2729711","17.6333","47.6833","www.fallingrain.com","322","3020","P000","tmcDEm1500a_035a"
"loc08-tmc051107","HU","Buda","HU","?Gyor","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","17.6333","47.6833","www.fallingrain.com","19.0333","47.5","www.fallingrain.com","3020","2459","P000","tmcDEm1500a_036a"
"Nuremberg","DE","loc09-tmc051107","CZ","?Plzen","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","11.083333","49.450001","ADL2182159","13.366667","49.75","ADL1913746","1448","856","P000","tmcDEm1500a_037a"
"loc09-tmc051107","CZ","Prague","CZ","?Plzen","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","13.366667","49.75","ADL1913746","14.466667","50.083332","ADL1914211","856","353","P000","tmcDEm1500a_038a"
"Prague","CZ","loc10-tmc051107","SK","?Banska Bystrica","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352;325","14.466667","50.083332","ADL1914211","19.15","48.7333","www.fallingrain.com","353","3021","P000","tmcDEm1500a_039a"
"Nuremberg","DE","Zwickau","DE","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","11.083333","49.450001","ADL2182159","12.5","50.7333","www.fallingrain.com","1448","2873","P000","tmcDEm1500a_040a"
"Zwickau","DE","Freiberg","DE","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","12.5","50.7333","www.fallingrain.com","13.3667","50.9167","ADL2729711","2873","3022","P000","tmcDEm1500a_041a"
"Freiberg","DE","loc11-tmc051107","PL","?Dresden","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","13.3667","50.9167","ADL2729711","13.75","51.05","www.fallingrain.com","3022","2803","P000","tmcDEm1500a_042a"
"loc11-tmc051107","DE","loc12-tmc051107","DE","?Dresden;?Gorlitz","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","13.75","51.05","www.fallingrain.com","15","51.166668","adlgaz-1-2125340-5c","2803","1090","P000","tmcDEm1500a_043a"
"loc12-tmc051107","DE","loc13-tmc051107","PL","?Gorlitz;?Wroclaw","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","15","51.166668","adlgaz-1-2125340-5c","17.033333","51.099998","ADL3311992","1090","933","P000","tmcDEm1500a_044a"
"loc13-tmc051107","PL","Cracow","PL","?Wroclaw","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","17.033333","51.099998","ADL3311992","19.916668","50.083332","ADL3285585","933","343","P000","tmcDEm1500a_045a"
"Zwickau","DE","loc14-tmc051107","DE","?Leipzig","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","12.5","50.7333","www.fallingrain.com","12.333333","51.299999","2164587","2873","1447","P000","tmcDEm1500a_046a"
"loc14-tmc051107","DE","loc15-tmc051107","DE","?Leipzig;?Berlin","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","12.333333","51.299999","2164587","13.4","52.516666","ADL2094067","1447","1472","P000","tmcDEm1500a_047a"
"loc15-tmc051107","DE","loc16-tmc051107","PL","?Berlin;?Szczecin","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1450","1500","QC3","Spufford 2002:352","13.4","52.516666","ADL2094067","14.583333","53.416668","ADL3306812","1472","1186","P000","tmcDEm1500a_048a"
