"NODE1","LONG1","LAT1","COUNTRY1","DETAIL","DATASTATUS","NODEID1","DATAID"
"Salzburg","13.033333","47.799999","AT","nkn","exact","320","tmcZCEm1500_014a"
"Stettin","14.583333","53.416668","PL","nkn","exact","1186","tmcZCEm1500_086a"
"Strassburg","7.75","48.5833","FR","nkn","exact","2791","tmcZCEm1500_004a"
"Torun","18.6","53.033333","PL","nkn","exact","860","tmcZCEm1500_127a"
"Ulm","10","48.4","DE","nkn","exact","2813","tmcZCEm1500_017a"
"Venice","12.326667","45.43861","IT","nkn","exact","323","tmcZCEm1500_012a"
"Vienna","16.366667","48.200001","AT","nkn","exact","1476","tmcZCEm1500_022a"
"Vretslav","17.033333","51.099998","PL","nkn","exact","933","tmcZCEm1500_103a"
"Warsaw","21","52.25","PL","nkn","exact","1105","tmcZCEm1500_146a"
"xrd01-tmc050615","4.8667","50.4667","BE","?Namur","exact","2794","tmcZCEm1500_001a"
"xrd02-tmc050615","7","49.2333","DE","?Saarbrucken","exact","2812","tmcZCEm1500_005a"
"xrd03-tmc050615","8.7667","50.8167","DE","?Marburg","exact","2830","tmcZCEm1500_046a"
"xrd04-tmc050615","8.05","52.2667","DE","?Osnabruck","exact","2809","tmcZCEm1500_047a"
"xrd05-tmc050615","10.0833","52.6167","DE","?Celle","exact","2799","tmcZCEm1500_049a"
"xrd06-tmc050615","9.7167","52.3667","DE","?Hannover","exact","2801","tmcZCEm1500_073a"
"xrd07-tmc050615","8.9167","52.2833","DE","?Minden","exact","2808","tmcZCEm1500_077a"
"xrd08-tmc050615","8.7667","51.7167","DE","?Paderborn","exact","2810","tmcZCEm1500_078a"
"xrd09-tmc050615","9.9667","52.15","DE","?Hildesheim","exact","2802","tmcZCEm1500_079a"
"xrd10-tmc050615","9.2667","50.75","DE","?Alsfeld","exact","2831","tmcZCEm1500_081a"
"xrd11-tmc050615","12.9167","50.8333","DE","?Chemnitz","exact","2798","tmcZCEm1500_095a"
"xrd12-tmc050615","16.5","50.849998","PL","?Swidnica","exact","1150","tmcZCEm1500_114a"
"xrd13-tmc050615","16.85","50.7167","PL","?Niemcza","exact","2838","tmcZCEm1500_118a"
"xrd14-tmc050615","17.333332","50.466667","PL","?Nysa","exact","1169","tmcZCEm1500_143a"

