NODE1,COUNTRY1,NODE2,COUNTRY2,DETAIL,USES,TYPE,ROLE,GOODS1,GOODS2,GOODS3,DIR,DIST,TRAVMODE,TRAVTIME,EARLYDATE,LATEDATE,DATAQLTY,SRC,LONG1,LAT1,COORDSRC1,LONG2,LAT2,COORDSRC2,NODEID1,NODEID2,PROBL,DATAID
Samarkand,UZ,loc15-tmc040123,UZ,Nawoiy,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),66.95,39.667,TGN7012290,65.366669,40.150002,adlgaz-1-4230408-15,141,1624,P000,tmcZCAm0600_031a
loc15-tmc040123,UZ,loc16-tmc040123,UZ,Nawoiy; Ghizduvan,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),65.366669,40.150002,adlgaz-1-4230408-15,64.683334,40.099998,adlgaz-1-4228516-6e,1624,1625,P000,tmcZCAm0600_032a
loc16-tmc040123,UZ,Buchara,UZ,Ghizduvan,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),64.683334,40.099998,adlgaz-1-4228516-6e,64.416664,39.799999,ADl4227756,1625,232,P000,tmcZCAm0600_033a
Buchara,UZ,loc17-tmc040123,TM,Charjew,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),64.416664,39.799999,ADl4227756,63.566666,39.099998,ADL4125934,232,584,P000,tmcZCAm0600_034a
loc17-tmc040123,TM,Merw,TM,Charjew,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),63.566666,39.099998,ADL4125934,62.166668,37.616669,ADL4125737,584,620,P000,tmcZCAm0600_035a
Merw,TM,loc18-tmc040123,TM,Sarakhs,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),62.166668,37.616669,ADL4125737,61.159443,36.549442,ADL2482327,620,537,P000,tmcZCAm0600_036a
loc18-tmc040123,TM,loc19-tmc040123,IR,Sarakhs; Mashhad,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),61.159443,36.549442,ADL2482327,59.59861,36.305,ADL2470118,537,98,P000,tmcZCAm0600_037a
loc19-tmc040123,IR,loc20-tmc040123,IR,Mashhad; Neyshabur,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),59.59861,36.305,ADL2470118,58.817,36.217,ADL2474013,98,111,P000,tmcZCAm0600_038a
loc20-tmc040123,IR,loc21-tmc040123,IR,Neyshabur; Sabzevar,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),58.817,36.217,ADL2474013,57.671944,36.219723,adlgaz-1-2480685-34,111,1626,P000,tmcZCAm0600_039a
loc21-tmc040123,IR,loc22-tmc040123,IR,Sabzevar; Emamshahr,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),57.671944,36.219723,adlgaz-1-2480685-34,54.960556,36.420277,adlgaz-1-2452846-1a,1626,1627,P000,tmcZCAm0600_040a
